SECCION,TOTAL_VOTANTES,MORENAv,ALIANZAv,LN,VOTOS,PARTICIPACION,MORENA,ALIANZA,DIF,CLASF
0581,644,291,170,1534,645,42.04693611473272,45.116279069767444,26.356589147286822,18.75968992248062,MORENA
0582,559,260,121,1445,559,38.68512110726643,46.51162790697674,21.645796064400717,24.865831842576025,MORENA
0584,810,323,229,1962,819,41.74311926605505,39.43833943833944,27.96092796092796,11.47741147741148,MORENA
0586,235,126,44,702,237,33.76068376068376,53.164556962025316,18.565400843881857,34.599156118143455,MORENA
0587,268,127,37,956,266,27.824267782426777,47.744360902255636,13.909774436090226,33.83458646616541,MORENA
0588,145,73,36,300,152,50.666666666666664,48.026315789473685,23.68421052631579,24.342105263157894,MORENA
0589,720,285,231,1999,723,36.16808404202101,39.41908713692946,31.95020746887967,7.468879668049794,MORENA
0590,4566,1195,2494,7285,4615,63.34934797529169,25.89382448537378,54.04117009750813,-28.147345612134348,ALIANZA
0591,53,22,20,258,53,20.54263565891473,41.509433962264154,37.735849056603776,3.7735849056603783,MORENA
0592,1239,636,383,2808,1243,44.26638176638177,51.166532582461784,30.81255028157683,20.353982300884955,MORENA
0593,178,102,32,481,178,37.00623700623701,57.30337078651685,17.97752808988764,39.32584269662921,MORENA
0597,40,19,11,265,41,15.471698113207546,46.34146341463415,26.829268292682926,19.512195121951223,MORENA
0598,907,222,374,2547,908,35.649784059678055,24.449339207048457,41.18942731277533,-16.740088105726873,ALIANZA
0599,223,96,71,945,228,24.126984126984127,42.10526315789474,31.140350877192983,10.964912280701757,MORENA
0600,179,106,36,596,184,30.87248322147651,57.608695652173914,19.565217391304348,38.04347826086956,MORENA
0601,1846,806,636,7782,1884,24.20971472629144,42.78131634819533,33.75796178343949,9.023354564755842,MORENA
0602,360,183,95,1143,355,31.058617672790902,51.54929577464789,26.760563380281692,24.788732394366196,MORENA
0603,598,268,218,1746,599,34.306987399770904,44.74123539232053,36.39398998330551,8.347245409015024,MORENA
0604,420,206,139,1358,425,31.2960235640648,48.470588235294116,32.705882352941174,15.764705882352942,MORENA
0605,1094,531,285,4186,1102,26.3258480649785,48.185117967332125,25.862068965517242,22.323049001814883,MORENA
0606,207,91,48,699,210,30.042918454935624,43.333333333333336,22.857142857142858,20.476190476190478,MORENA
0609,185,84,49,514,185,35.992217898832685,45.4054054054054,26.486486486486488,18.918918918918916,MORENA
0610,39,25,11,218,43,19.724770642201836,58.13953488372093,25.58139534883721,32.55813953488372,MORENA
0611,36,17,6,202,37,18.316831683168317,45.945945945945944,16.216216216216218,29.729729729729726,MORENA
0614,140,73,21,398,141,35.42713567839196,51.773049645390074,14.893617021276595,36.87943262411348,MORENA
0615,215,133,26,576,215,37.326388888888886,61.86046511627907,12.093023255813954,49.76744186046512,MORENA
0616,153,60,48,630,154,24.444444444444443,38.96103896103896,31.16883116883117,7.79220779220779,MORENA
0618,265,193,30,561,270,48.1283422459893,71.48148148148148,11.11111111111111,60.37037037037037,MORENA
1332,2638,1208,810,12743,2705,21.227340500667033,44.65804066543438,29.944547134935306,14.713493530499072,MORENA
1333,839,316,281,2280,855,37.5,36.95906432748538,32.865497076023395,4.093567251461984,MORENA
