DISTRITO_LOCAL,SECCION,TOTAL_VOTANTES,MORENAv,ALIANZAv,LN,VOTOS,PARTICIPACION,MORENA,ALIANZA,DIF,CLASF
9,0442,567,279,266,1073,581,54.14725069897484,48.02065404475043,45.78313253012048,2.2375215146299468,MORENA
9,0443,547,222,290,973,561,57.65673175745118,39.57219251336898,51.69340463458111,-12.121212121212125,ALIANZA
9,0444,575,293,247,1100,584,53.09090909090909,50.17123287671233,42.294520547945204,7.876712328767127,MORENA
9,0445,316,167,126,635,316,49.76377952755905,52.848101265822784,39.87341772151899,12.974683544303794,MORENA
9,0446,399,172,121,672,318,47.32142857142857,54.088050314465406,38.0503144654088,16.037735849056602,MORENA
9,0448,1426,804,498,3497,1441,41.20674864169288,55.794587092297014,34.559333795975014,21.235253296322,MORENA
9,0449,1722,800,820,3295,1760,53.414264036418814,45.45454545454545,46.59090909090909,-1.1363636363636402,ALIANZA
9,0450,521,332,163,1128,537,47.6063829787234,61.82495344506518,30.353817504655492,31.471135940409685,MORENA
9,0451,589,304,266,1187,602,50.71609098567818,50.498338870431894,44.18604651162791,6.312292358803987,MORENA
9,0452,654,359,249,1288,658,51.08695652173913,54.559270516717326,37.8419452887538,16.717325227963528,MORENA
9,0453,376,220,134,723,383,52.97372060857538,57.44125326370757,34.9869451697128,22.454308093994776,MORENA
9,0454,270,122,124,483,272,56.31469979296066,44.85294117647059,45.588235294117645,-0.735294117647058,ALIANZA
9,0455,304,127,159,556,309,55.57553956834533,41.10032362459547,51.45631067961165,-10.355987055016179,ALIANZA
9,0458,385,140,225,677,396,58.493353028064995,35.35353535353536,56.81818181818182,-21.464646464646464,ALIANZA
9,0460,511,229,256,879,525,59.72696245733788,43.61904761904762,48.76190476190476,-5.142857142857139,ALIANZA
9,0461,244,125,103,426,250,58.68544600938967,50,41.2,8.799999999999997,MORENA
9,0462,379,209,149,685,389,56.78832116788321,53.72750642673522,38.303341902313626,15.424164524421592,MORENA
9,0463,297,152,119,620,300,48.38709677419355,50.666666666666664,39.666666666666664,11,MORENA
9,0464,474,250,183,986,479,48.580121703853955,52.19206680584551,38.20459290187891,13.987473903966603,MORENA
9,0465,597,322,244,1266,612,48.34123222748815,52.61437908496732,39.869281045751634,12.745098039215684,MORENA
9,0467,370,159,181,754,382,50.6631299734748,41.62303664921466,47.382198952879584,-5.759162303664922,ALIANZA
9,0468,636,292,300,1176,656,55.78231292517007,44.51219512195122,45.73170731707317,-1.2195121951219505,ALIANZA
9,0469,214,79,126,421,223,52.96912114014252,35.426008968609864,56.502242152466366,-21.076233183856502,ALIANZA
9,0470,290,106,164,537,295,54.93482309124767,35.932203389830505,55.59322033898305,-19.661016949152547,ALIANZA
9,0471,755,245,483,1201,769,64.02997502081598,31.85955786736021,62.80884265279584,-30.94928478543563,ALIANZA
9,0472,774,180,587,1083,787,72.668513388735,22.87166454891995,74.58703939008895,-51.715374841168995,ALIANZA
9,0473,939,242,672,1362,947,69.53010279001468,25.55438225976769,70.96092925026399,-45.406546990496295,ALIANZA
9,0474,2276,722,1494,3522,2316,65.75809199318569,31.174438687392055,64.50777202072538,-33.33333333333333,ALIANZA
9,0475,743,177,548,1001,754,75.32467532467533,23.47480106100796,72.6790450928382,-49.204244031830235,ALIANZA
9,0476,704,172,514,1003,711,70.88733798604187,24.19127988748242,72.29254571026723,-48.10126582278481,ALIANZA
9,0477,590,184,386,889,596,67.04161979752531,30.87248322147651,64.76510067114094,-33.89261744966443,ALIANZA
9,0478,328,145,157,626,329,52.55591054313099,44.07294832826748,47.72036474164134,-3.647416413373861,ALIANZA
9,0480,283,103,167,495,289,58.38383838383838,35.6401384083045,57.78546712802768,-22.14532871972318,ALIANZA
9,0493,341,143,177,621,347,55.87761674718197,41.210374639769455,51.00864553314121,-9.798270893371757,ALIANZA
9,1361,551,236,268,1081,562,51.98889916743756,41.99288256227758,47.686832740213525,-5.693950177935946,ALIANZA
9,1505,155,51,93,280,158,56.42857142857143,32.278481012658226,58.860759493670884,-26.582278481012658,ALIANZA
9,1506,97,57,34,224,99,44.19642857142857,57.57575757575758,34.343434343434346,23.232323232323232,MORENA
9,1507,500,140,345,696,505,72.55747126436782,27.722772277227723,68.31683168316832,-40.5940594059406,ALIANZA
9,1508,316,82,235,399,322,80.70175438596492,25.46583850931677,72.98136645962732,-47.515527950310556,ALIANZA
9,1510,863,183,656,1144,875,76.48601398601399,20.914285714285715,74.97142857142858,-54.057142857142864,ALIANZA
9,1511,426,95,321,577,431,74.69670710571924,22.041763341067284,74.47795823665894,-52.436194895591655,ALIANZA
10,0337,1277,822,344,3790,1309,34.53825857519789,62.796027501909855,26.279602750190985,36.51642475171887,MORENA
10,0338,1901,1014,759,5786,1943,33.58105772554442,52.18733916623778,39.063304168811115,13.124034997426662,MORENA
10,0339,1320,705,513,3362,1351,40.18441403926234,52.18356772760918,37.97187268689859,14.211695040710588,MORENA
10,0340,2507,1482,833,6794,2560,37.68030615248749,57.890625,32.5390625,25.3515625,MORENA
10,0341,6509,3035,3065,15557,6600,42.424631998457286,45.984848484848484,46.43939393939394,-0.45454545454545325,ALIANZA
10,0342,1395,726,603,3436,1427,41.53084982537835,50.87596355991591,42.25648213034338,8.61948142957253,MORENA
10,0343,2430,1094,1159,5365,2713,50.56849953401677,40.32436417250276,42.72023590121636,-2.395871728713601,ALIANZA
10,0344,4023,959,3149,6231,4268,68.49622853474563,22.46954076850984,73.78163074039362,-51.31208997188378,ALIANZA
10,0345,1533,761,650,3188,1562,48.99623588456713,48.719590268886044,41.613316261203586,7.106274007682458,MORENA
10,0346,411,292,101,1062,425,40.01883239171375,68.70588235294117,23.764705882352942,44.94117647058823,MORENA
10,0347,846,530,258,2219,855,38.530869761153674,61.98830409356725,30.17543859649123,31.81286549707602,MORENA
10,0348,224,141,57,618,220,35.59870550161812,64.0909090909091,25.90909090909091,38.18181818181819,MORENA
10,0349,159,109,34,486,164,33.74485596707819,66.46341463414635,20.73170731707317,45.73170731707317,MORENA
10,0350,233,152,64,747,244,32.663989290495316,62.295081967213115,26.229508196721312,36.0655737704918,MORENA
10,0354,228,168,48,621,234,37.68115942028985,71.7948717948718,20.512820512820515,51.282051282051285,MORENA
10,0356,237,126,86,589,226,38.37011884550085,55.75221238938053,38.05309734513274,17.69911504424779,MORENA
10,0357,443,265,155,1123,456,40.605520926090826,58.1140350877193,33.99122807017544,24.122807017543863,MORENA
10,0358,761,431,179,1583,652,41.187618445988626,66.1042944785276,27.45398773006135,38.65030674846626,MORENA
10,0359,2646,805,1749,4471,2696,60.29970923730709,29.859050445103858,64.87388724035608,-35.01483679525222,ALIANZA
10,0360,605,292,278,1293,615,47.56380510440835,47.479674796747965,45.203252032520325,2.2764227642276396,MORENA
10,0361,433,255,152,987,447,45.2887537993921,57.04697986577181,34.00447427293065,23.04250559284116,MORENA
10,0362,565,353,183,1425,585,41.05263157894737,60.34188034188034,31.28205128205128,29.05982905982906,MORENA
10,0363,316,166,128,692,315,45.52023121387283,52.698412698412696,40.63492063492063,12.063492063492063,MORENA
10,0364,498,347,213,1235,616,49.878542510121456,56.33116883116883,34.577922077922075,21.753246753246756,MORENA
10,0365,413,285,112,1058,433,40.92627599243856,65.81986143187066,25.86605080831409,39.95381062355658,MORENA
10,0368,400,259,110,854,410,48.00936768149883,63.170731707317074,26.829268292682926,36.34146341463415,MORENA
10,0369,627,333,248,1350,642,47.55555555555556,51.86915887850467,38.62928348909657,13.239875389408098,MORENA
10,0370,556,306,228,1332,567,42.567567567567565,53.96825396825397,40.21164021164021,13.75661375661376,MORENA
10,0371,433,263,144,983,446,45.37131230925738,58.96860986547085,32.28699551569507,26.681614349775785,MORENA
10,0372,539,328,177,1177,554,47.06881903143585,59.2057761732852,31.949458483754512,27.25631768953069,MORENA
10,0373,307,186,96,726,313,43.112947658402206,59.424920127795524,30.670926517571885,28.753993610223638,MORENA
10,0378,637,326,282,1372,668,48.68804664723032,48.80239520958084,42.21556886227545,6.58682634730539,MORENA
10,0379,555,310,198,1288,566,43.94409937888199,54.77031802120141,34.98233215547703,19.78798586572438,MORENA
10,0380,410,182,207,709,415,58.53314527503526,43.855421686746986,49.87951807228916,-6.0240963855421725,ALIANZA
10,0381,242,136,90,562,251,44.661921708185055,54.18326693227092,35.85657370517928,18.32669322709164,MORENA
10,0382,662,384,231,1433,678,47.31332868108863,56.63716814159292,34.07079646017699,22.56637168141593,MORENA
10,0383,342,199,121,707,348,49.222065063649225,57.18390804597701,34.770114942528735,22.413793103448278,MORENA
10,0389,613,337,244,1203,626,52.036575228595176,53.83386581469649,38.977635782747605,14.856230031948883,MORENA
10,0390,861,473,329,1761,884,50.19875070982396,53.50678733031674,37.217194570135746,16.289592760180994,MORENA
11,0571,3017,1828,1023,9993,3089,30.911638146702693,59.17772741987698,33.11751375849789,26.060213661379088,MORENA
11,0573,340,200,115,798,350,43.85964912280702,57.142857142857146,32.857142857142854,24.285714285714292,MORENA
11,0574,498,283,207,999,511,51.151151151151154,55.38160469667319,40.50880626223092,14.872798434442274,MORENA
11,0575,536,288,205,1047,536,51.19388729703916,53.73134328358209,38.24626865671642,15.485074626865675,MORENA
11,0576,485,240,220,978,500,51.124744376278116,48,44,4,MORENA
11,0577,641,435,180,3011,665,22.085685818664896,65.41353383458646,27.06766917293233,38.34586466165413,MORENA
11,0578,424,277,131,832,434,52.16346153846154,63.824884792626726,30.18433179723502,33.6405529953917,MORENA
11,0579,712,367,301,1409,720,51.10007097232079,50.97222222222222,41.80555555555556,9.166666666666664,MORENA
11,0588,146,107,40,300,153,51,69.93464052287581,26.143790849673202,43.79084967320261,MORENA
11,0590,5484,1928,3305,7285,5538,76.01921757035004,34.81401227880101,59.67858432647165,-24.86457204767064,ALIANZA
11,0591,40,26,10,258,41,15.891472868217054,63.41463414634146,24.390243902439025,39.02439024390244,MORENA
11,0597,51,26,21,265,53,20,49.056603773584904,39.62264150943396,9.433962264150942,MORENA
11,0598,916,424,415,2547,921,36.160188457008246,46.03691639522258,45.05971769815418,0.9771986970684026,MORENA
11,0599,115,60,41,530,117,22.07547169811321,51.282051282051285,35.042735042735046,16.23931623931624,MORENA
11,0600,179,123,38,596,184,30.87248322147651,66.84782608695652,20.652173913043477,46.19565217391304,MORENA
11,0601,1692,885,596,7075,1711,24.18374558303887,51.724137931034484,34.83343074225599,16.890707188778492,MORENA
11,0602,338,180,116,1144,341,29.807692307692307,52.78592375366569,34.01759530791789,18.768328445747805,MORENA
11,0603,398,195,143,1164,395,33.934707903780065,49.36708860759494,36.20253164556962,13.164556962025316,MORENA
11,0604,398,212,143,1358,403,29.6759941089838,52.60545905707196,35.483870967741936,17.121588089330025,MORENA
11,0605,894,521,251,3490,897,25.702005730659025,58.082497212932,27.98216276477146,30.100334448160538,MORENA
11,0606,211,133,47,699,211,30.185979971387695,63.03317535545024,22.274881516587676,40.75829383886256,MORENA
11,0609,185,102,51,514,186,36.186770428015564,54.83870967741935,27.419354838709676,27.419354838709676,MORENA
11,0610,39,28,10,218,43,19.724770642201836,65.11627906976744,23.25581395348837,41.86046511627907,MORENA
11,0611,36,21,7,202,38,18.81188118811881,55.26315789473684,18.42105263157895,36.84210526315789,MORENA
11,0614,140,103,21,398,142,35.678391959798994,72.53521126760563,14.788732394366198,57.74647887323943,MORENA
11,0615,215,145,36,576,215,37.326388888888886,67.44186046511628,16.74418604651163,50.69767441860465,MORENA
11,0616,153,76,50,630,155,24.603174603174605,49.03225806451613,32.25806451612903,16.774193548387096,MORENA
11,0618,265,241,25,561,271,48.30659536541889,88.92988929889299,9.22509225092251,79.70479704797047,MORENA
11,1406,318,181,93,1266,311,24.565560821484993,58.19935691318328,29.90353697749196,28.29581993569132,MORENA
11,1407,105,61,41,341,109,31.964809384164223,55.96330275229358,37.61467889908257,18.34862385321101,MORENA
11,1442,1396,690,625,3346,1406,42.02032277346085,49.075391180654336,44.45234708392603,4.623044096728307,MORENA
11,1443,778,407,328,1950,795,40.76923076923077,51.19496855345912,41.257861635220124,9.937106918238996,MORENA
11,1479,167,98,62,464,174,37.5,56.32183908045977,35.632183908045974,20.689655172413794,MORENA
11,1481,281,167,104,718,286,39.83286908077994,58.39160839160839,36.36363636363637,22.027972027972027,MORENA
11,1483,234,126,91,568,238,41.901408450704224,52.94117647058823,38.23529411764706,14.705882352941174,MORENA
11,1484,184,101,78,433,188,43.418013856812934,53.723404255319146,41.48936170212766,12.234042553191486,MORENA
11,1485,184,96,79,353,190,53.82436260623229,50.526315789473685,41.578947368421055,8.94736842105263,MORENA
11,1486,192,98,78,394,195,49.49238578680203,50.256410256410255,40,10.256410256410255,MORENA
11,1487,238,94,133,509,243,47.74066797642436,38.68312757201646,54.732510288065846,-16.049382716049386,ALIANZA
11,1488,124,80,27,617,126,20.421393841166935,63.492063492063494,21.428571428571427,42.06349206349206,MORENA
11,1490,83,52,27,332,88,26.50602409638554,59.09090909090909,30.681818181818183,28.40909090909091,MORENA
11,1492,526,209,281,791,538,68.01517067003793,38.847583643122675,52.23048327137546,-13.382899628252787,ALIANZA
11,1493,146,97,43,580,158,27.24137931034483,61.392405063291136,27.21518987341772,34.177215189873415,MORENA
11,1494,139,95,28,541,143,26.432532347504623,66.43356643356644,19.58041958041958,46.85314685314686,MORENA
11,1496,148,99,35,693,151,21.78932178932179,65.56291390728477,23.178807947019866,42.384105960264904,MORENA
11,1497,212,146,46,814,219,26.904176904176904,66.66666666666667,21.004566210045663,45.662100456621005,MORENA
11,1499,69,51,13,266,69,25.93984962406015,73.91304347826087,18.840579710144926,55.07246376811595,MORENA
11,1501,132,86,33,443,136,30.69977426636569,63.23529411764706,24.264705882352942,38.970588235294116,MORENA
11,1502,228,80,67,344,160,46.51162790697674,50,41.875,8.125,MORENA
11,1503,430,105,310,382,434,113.61256544502618,24.193548387096776,71.42857142857143,-47.235023041474655,ALIANZA
11,1504,678,183,461,1008,686,68.05555555555556,26.676384839650147,67.20116618075802,-40.524781341107875,ALIANZA
11,1509,866,214,618,1180,873,73.98305084745763,24.513172966781216,70.79037800687286,-46.277205040091644,ALIANZA
11,1513,669,240,404,950,678,71.36842105263158,35.39823008849557,59.58702064896755,-24.18879056047198,ALIANZA
11,1514,788,201,561,1073,796,74.18452935694314,25.251256281407034,70.47738693467336,-45.226130653266324,ALIANZA
11,1531,367,197,141,773,374,48.38292367399741,52.67379679144385,37.70053475935829,14.973262032085557,MORENA
11,1533,390,257,119,927,404,43.581445523193096,63.613861386138616,29.455445544554454,34.15841584158416,MORENA
11,1534,422,274,132,1027,438,42.648490749756576,62.55707762557078,30.136986301369863,32.42009132420091,MORENA
11,1535,352,228,107,894,362,40.49217002237136,62.98342541436464,29.558011049723756,33.425414364640886,MORENA
11,1536,429,236,174,1065,440,41.31455399061033,53.63636363636363,39.54545454545455,14.090909090909086,MORENA
11,1537,522,276,191,1196,528,44.147157190635454,52.27272727272727,36.17424242424242,16.09848484848485,MORENA
11,1538,425,267,128,1095,434,39.63470319634703,61.52073732718894,29.493087557603687,32.02764976958525,MORENA
11,1541,398,258,126,1116,466,41.75627240143369,55.36480686695279,27.03862660944206,28.32618025751073,MORENA
11,1542,401,243,128,1331,411,30.879038317054846,59.12408759124087,31.143552311435524,27.98053527980535,MORENA
11,1543,392,247,111,1169,402,34.38836612489307,61.44278606965174,27.611940298507463,33.830845771144276,MORENA
11,1544,300,203,75,1028,302,29.377431906614785,67.21854304635761,24.834437086092716,42.38410596026489,MORENA
11,1545,203,131,54,676,207,30.62130177514793,63.28502415458937,26.08695652173913,37.19806763285024,MORENA
11,1546,280,197,74,936,292,31.196581196581196,67.46575342465754,25.34246575342466,42.12328767123287,MORENA
11,1547,158,104,46,516,164,31.782945736434108,63.41463414634146,28.048780487804876,35.36585365853659,MORENA
11,1552,658,389,236,1870,673,35.98930481283423,57.800891530460625,35.06686478454681,22.734026745913816,MORENA
11,1554,574,356,178,1604,585,36.4713216957606,60.85470085470085,30.427350427350426,30.427350427350426,MORENA
12,0413,1613,410,1180,2396,1648,68.78130217028381,24.87864077669903,71.60194174757281,-46.72330097087378,ALIANZA
12,0414,403,127,643,1192,808,67.78523489932886,15.717821782178218,79.57920792079207,-63.86138613861385,ALIANZA
12,0415,1146,737,322,3594,1145,31.85865331107401,64.36681222707423,28.12227074235808,36.24454148471615,MORENA
12,0416,470,269,155,1106,474,42.857142857142854,56.75105485232068,32.70042194092827,24.050632911392405,MORENA
12,0417,644,108,524,861,651,75.60975609756098,16.589861751152075,80.49155145929339,-63.90168970814132,ALIANZA
12,0418,855,167,655,1206,861,71.39303482587064,19.396051103368176,76.07433217189315,-56.67828106852497,ALIANZA
12,0439,1102,132,971,1465,1111,75.83617747440273,11.881188118811881,87.3987398739874,-75.51755175517552,ALIANZA
12,0456,428,133,289,719,434,60.36161335187761,30.64516129032258,66.58986175115207,-35.944700460829495,ALIANZA
12,0457,337,133,180,539,345,64.00742115027829,38.55072463768116,52.17391304347826,-13.623188405797102,ALIANZA
12,0481,326,151,158,637,332,52.119309262166404,45.48192771084337,47.59036144578313,-2.1084337349397586,ALIANZA
12,0482,319,174,169,804,383,47.63681592039801,45.43080939947781,44.12532637075718,1.30548302872063,MORENA
12,0483,315,153,138,630,318,50.476190476190474,48.113207547169814,43.39622641509434,4.716981132075475,MORENA
12,0484,545,316,236,1537,581,37.80091086532206,54.38898450946644,40.61962134251291,13.769363166953532,MORENA
12,0485,599,312,113,1091,458,41.979835013748854,68.12227074235808,24.67248908296943,43.44978165938865,MORENA
12,0486,552,362,155,1415,548,38.72791519434629,66.05839416058394,28.284671532846716,37.77372262773723,MORENA
12,0487,245,182,53,636,255,40.094339622641506,71.37254901960785,20.784313725490197,50.58823529411765,MORENA
12,0488,395,212,173,997,402,40.320962888665996,52.7363184079602,43.03482587064676,9.701492537313435,MORENA
12,0489,233,144,78,692,238,34.39306358381503,60.50420168067227,32.773109243697476,27.73109243697479,MORENA
12,0490,470,268,162,1169,475,40.633019674935845,56.421052631578945,34.10526315789474,22.315789473684205,MORENA
12,0491,373,187,165,741,377,50.87719298245614,49.60212201591512,43.76657824933687,5.835543766578255,MORENA
12,0492,311,138,161,670,320,47.76119402985075,43.125,50.3125,-7.1875,ALIANZA
12,0495,410,208,174,1007,422,41.906653426017876,49.28909952606635,41.23222748815166,8.056872037914694,MORENA
12,0498,774,441,288,1531,787,51.40431090790333,56.03557814485387,36.594663278271916,19.440914866581956,MORENA
12,0507,224,111,104,424,226,53.301886792452834,49.11504424778761,46.017699115044245,3.0973451327433636,MORENA
12,0508,413,139,243,632,412,65.18987341772151,33.737864077669904,58.980582524271846,-25.24271844660194,ALIANZA
12,0509,913,513,360,1785,922,51.65266106442577,55.63991323210412,39.04555314533623,16.594360086767892,MORENA
12,0510,597,233,326,449,605,134.74387527839644,38.51239669421488,53.88429752066116,-15.371900826446279,ALIANZA
12,0511,178,116,57,382,185,48.42931937172775,62.7027027027027,30.81081081081081,31.89189189189189,MORENA
12,0512,322,203,110,683,343,50.219619326500734,59.183673469387756,32.06997084548105,27.113702623906704,MORENA
12,0513,518,296,195,1066,521,48.87429643527204,56.813819577735124,37.42802303262956,19.385796545105563,MORENA
12,0514,955,576,340,2037,969,47.5699558173785,59.44272445820433,35.08771929824562,24.355005159958715,MORENA
12,0515,124,83,38,301,131,43.521594684385384,63.3587786259542,29.00763358778626,34.35114503816794,MORENA
12,0516,245,115,124,392,249,63.52040816326531,46.18473895582329,49.799196787148595,-3.6144578313253035,ALIANZA
12,0529,415,221,170,1023,421,41.15347018572825,52.49406175771971,40.380047505938244,12.11401425178147,MORENA
12,0530,299,151,123,698,302,43.26647564469914,50,40.728476821192054,9.271523178807946,MORENA
12,0541,579,351,190,1336,588,44.01197604790419,59.69387755102041,32.31292517006803,27.38095238095238,MORENA
12,0547,333,218,97,723,338,46.749654218533884,64.49704142011835,28.698224852071007,35.79881656804734,MORENA
12,0548,208,135,56,467,213,45.610278372591004,63.38028169014085,26.291079812206572,37.08920187793427,MORENA
12,0558,2133,1120,872,4313,2144,49.7101785300255,52.23880597014925,40.67164179104478,11.567164179104473,MORENA
12,0564,3910,2046,1603,10129,3968,39.174647053016095,51.5625,40.39818548387097,11.164314516129032,MORENA
12,0565,970,538,370,2132,987,46.29455909943715,54.50861195542046,37.48733535967578,17.02127659574468,MORENA
12,0581,636,436,165,1534,644,41.98174706649283,67.70186335403727,25.62111801242236,42.080745341614914,MORENA
12,0582,546,376,142,1445,563,38.96193771626297,66.78507992895204,25.22202486678508,41.56305506216697,MORENA
12,0584,808,500,231,1962,819,41.74311926605505,61.05006105006105,28.205128205128204,32.84493284493285,MORENA
12,0586,234,155,53,702,236,33.61823361823362,65.67796610169492,22.45762711864407,43.22033898305085,MORENA
12,0587,424,306,66,1322,430,32.526475037821484,71.16279069767442,15.348837209302326,55.8139534883721,MORENA
12,0589,928,522,319,2666,919,34.47111777944486,56.800870511425465,34.71164309031556,22.089227421109904,MORENA
12,0592,620,391,190,1404,625,44.515669515669515,62.56,30.4,32.160000000000004,MORENA
12,0593,342,255,66,962,342,35.55093555093555,74.56140350877193,19.29824561403509,55.26315789473684,MORENA
12,1529,395,168,109,764,308,40.31413612565445,54.54545454545455,35.38961038961039,19.155844155844157,MORENA
12,1530,416,251,139,1085,438,40.36866359447004,57.305936073059364,31.735159817351597,25.570776255707766,MORENA
12,1532,434,270,137,1023,442,43.20625610948191,61.085972850678736,30.995475113122172,30.090497737556564,MORENA
12,1540,358,215,129,782,371,47.44245524296675,57.95148247978437,34.77088948787062,23.18059299191375,MORENA
12,1548,593,384,174,2090,606,28.995215311004785,63.366336633663366,28.712871287128714,34.65346534653465,MORENA
12,1550,687,437,207,1927,697,36.170212765957444,62.69727403156384,29.6987087517934,32.998565279770446,MORENA
12,1551,606,408,167,2339,617,26.378794356562633,66.12641815235008,27.06645056726094,39.05996758508914,MORENA
12,1553,428,263,136,1281,433,33.80171740827478,60.739030023094685,31.40877598152425,29.330254041570434,MORENA
12,1555,688,481,165,2571,699,27.18786464410735,68.81258941344778,23.605150214592275,45.20743919885551,MORENA
12,1556,510,340,155,1675,525,31.34328358208955,64.76190476190476,29.523809523809526,35.238095238095234,MORENA
13,1024,576,173,365,1028,586,57.00389105058366,29.522184300341298,62.28668941979522,-32.76450511945393,ALIANZA
13,1025,334,133,168,638,337,52.82131661442006,39.46587537091988,49.85163204747774,-10.385756676557861,ALIANZA
13,1026,312,172,106,759,316,41.63372859025033,54.43037974683544,33.54430379746835,20.88607594936709,MORENA
13,1027,375,169,166,814,384,47.174447174447174,44.010416666666664,43.229166666666664,0.78125,MORENA
13,1028,551,326,168,1201,557,46.37801831806828,58.5278276481149,30.161579892280074,28.366247755834827,MORENA
13,1029,431,272,117,901,433,48.05771365149833,62.8175519630485,27.02078521939954,35.79676674364896,MORENA
13,1030,119,67,37,261,116,44.44444444444444,57.758620689655174,31.896551724137932,25.862068965517242,MORENA
13,1031,234,146,63,623,244,39.165329052969504,59.83606557377049,25.81967213114754,34.01639344262295,MORENA
13,1032,433,328,49,1224,437,35.70261437908497,75.05720823798627,11.212814645308924,63.84439359267735,MORENA
13,1033,195,139,39,651,200,30.721966205837173,69.5,19.5,50,MORENA
13,1034,345,245,77,765,358,46.79738562091503,68.43575418994413,21.508379888268156,46.92737430167598,MORENA
13,1035,350,241,72,794,359,45.214105793450884,67.13091922005572,20.055710306406684,47.075208913649035,MORENA
13,1040,489,217,227,991,496,50.05045408678103,43.75,45.766129032258064,-2.016129032258064,ALIANZA
13,1041,1108,351,685,1908,1114,58.38574423480084,31.508078994614003,61.49012567324955,-29.982046678635548,ALIANZA
13,1042,669,358,246,1378,675,48.984034833091435,53.03703703703704,36.44444444444444,16.592592592592595,MORENA
13,1043,314,145,99,627,268,42.74322169059011,54.1044776119403,36.940298507462686,17.16417910447761,MORENA
13,1044,325,183,111,721,337,46.74063800277393,54.3026706231454,32.93768545994065,21.36498516320475,MORENA
13,1045,1177,588,467,2755,1191,43.23049001814882,49.37027707808564,39.210747271200674,10.159529806884969,MORENA
13,1046,392,230,122,968,398,41.11570247933884,57.78894472361809,30.65326633165829,27.135678391959797,MORENA
13,1047,156,110,29,522,158,30.268199233716476,69.62025316455696,18.354430379746834,51.265822784810126,MORENA
13,1048,507,277,178,1169,508,43.455945252352436,54.52755905511811,35.039370078740156,19.488188976377955,MORENA
13,1049,325,159,117,702,328,46.72364672364672,48.47560975609756,35.670731707317074,12.804878048780488,MORENA
13,1050,291,151,117,631,296,46.90966719492869,51.013513513513516,39.527027027027025,11.486486486486491,MORENA
13,1051,239,148,64,541,239,44.177449168207026,61.92468619246862,26.778242677824267,35.14644351464435,MORENA
13,1052,199,114,78,392,204,52.04081632653061,55.88235294117647,38.23529411764706,17.647058823529413,MORENA
13,1053,238,148,62,648,249,38.425925925925924,59.437751004016064,24.899598393574298,34.53815261044177,MORENA
13,1055,262,148,82,595,269,45.21008403361345,55.01858736059479,30.483271375464685,24.535315985130108,MORENA
13,1056,357,231,86,980,359,36.63265306122449,64.34540389972145,23.955431754874652,40.389972144846794,MORENA
13,1057,216,138,36,547,201,36.74588665447897,68.65671641791045,17.91044776119403,50.74626865671642,MORENA
13,1058,718,210,465,1174,721,61.41396933560477,29.12621359223301,64.49375866851595,-35.36754507628294,ALIANZA
13,1060,417,277,122,1101,449,40.7811080835604,61.69265033407572,27.171492204899778,34.521158129175944,MORENA
13,1061,293,160,95,682,293,42.961876832844574,54.60750853242321,32.42320819112628,22.184300341296932,MORENA
13,1063,300,165,93,550,294,53.45454545454545,56.12244897959184,31.632653061224488,24.48979591836735,MORENA
13,1064,427,257,99,1032,697,67.53875968992249,36.872309899569586,14.203730272596843,22.668579626972743,MORENA
13,1066,264,147,63,635,264,41.574803149606296,55.68181818181818,23.863636363636363,31.818181818181817,MORENA
13,1067,461,265,144,988,471,47.67206477732793,56.26326963906582,30.573248407643312,25.690021231422506,MORENA
13,1068,258,168,66,587,257,43.781942078364565,65.36964980544747,25.68093385214008,39.68871595330739,MORENA
13,1069,987,639,229,2715,1003,36.942909760589316,63.70887337986042,22.831505483549353,40.87736789631107,MORENA
13,1072,481,252,188,1050,495,47.142857142857146,50.90909090909091,37.97979797979798,12.929292929292927,MORENA
13,1073,339,210,96,679,340,50.07363770250368,61.76470588235294,28.235294117647058,33.529411764705884,MORENA
13,1074,312,173,77,659,311,47.192716236722305,55.62700964630225,24.758842443729904,30.868167202572344,MORENA
13,1075,958,376,168,1450,641,44.206896551724135,58.65834633385335,26.209048361934478,32.449297971918874,MORENA
13,1076,665,459,138,1788,657,36.74496644295302,69.86301369863014,21.004566210045663,48.858447488584474,MORENA
13,1078,238,148,42,559,238,42.57602862254025,62.18487394957983,17.647058823529413,44.53781512605042,MORENA
13,1079,1246,0,365,3209,1100,34.27859146151449,0,33.18181818181818,-33.18181818181818,ALIANZA
13,1080,271,114,46,407,178,43.73464373464373,64.04494382022472,25.84269662921348,38.20224719101124,MORENA
13,1081,207,257,202,991,838,84.56104944500504,30.668257756563246,24.105011933174225,6.563245823389021,MORENA
13,1082,1036,437,501,2571,1046,40.68455853753403,41.77820267686425,47.896749521988525,-6.118546845124278,ALIANZA
13,1083,525,310,123,1601,533,33.29169269206746,58.16135084427767,23.076923076923077,35.0844277673546,MORENA
13,1084,312,206,61,1016,315,31.003937007874015,65.39682539682539,19.365079365079364,46.031746031746025,MORENA
13,1090,700,312,186,2339,631,26.977340743907654,49.44532488114105,29.4770206022187,19.968304278922346,MORENA
13,1515,376,200,143,1156,559,48.35640138408304,35.77817531305904,25.58139534883721,10.196779964221829,MORENA
13,1516,276,165,76,1003,277,27.61714855433699,59.56678700361011,27.43682310469314,32.12996389891697,MORENA
13,1517,264,152,0,509,191,37.524557956778,79.58115183246073,0,79.58115183246073,MORENA
