"DIPUTACIONES LOCALES (INCLUYE RESULTADOS DE MAYORIA RELATIVA Y REPRESENTACION PROPORCIONAL)"
"07/06/2021 13:19 (UTC-7)"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATÁLOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
3773,3804,31,3773,100.0000,3166,83.9120,23.0585,607,1841000,809615,803712,43.9769

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,CC_PAN_PRI_PRD,CC_MORENA_PT_PVEM_NA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAS,PES,RSP,FXM,CAND_IND_JHZM,CAND_IND_JME,CAND_IND_CSVB,CAND_IND_JTVG,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'261492C0100,'261492C01003,26,SONORA,011,HERMOSILLO,1492,0001,C,0,1,3,182,254,3,257,109,-,-,-,-,9,5,31,83,-,3,0,8,-,-,-,-,-,-,-,-,1,8,257,257,395,48,,1,D,95d63d6a8aed3b30671461fc14dfab7d36e3cc07c4d0cd43ee2201e588a144e8,"06/06/2021 23:40:00","07/06/2021 04:17:13","07/06/2021 04:17:17",CATD,ESCANER,"ACTA PREP"
'261493B0100,'261493B01003,26,SONORA,011,HERMOSILLO,1493,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,580,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 10:45:00","07/06/2021 10:47:26","07/06/2021 10:47:26",CATD,ESCANER,"ACTA PREP"
'261494B0100,'261494B01003,26,SONORA,011,HERMOSILLO,1494,0001,B,0,1,3,0,0,0,0,23,-,-,-,-,3,6,7,2,-,1,2,2,-,-,-,-,-,-,-,-,0,1,143,47,541,48,,1,D,bdcc7f8fa5418aa18f197a59a936994c43ef1448dc87b0d073449d687ea5be22,"06/06/2021 22:22:23","06/06/2021 23:00:47","06/06/2021 23:00:58",CASILLA,MOVIL,"ACTA PREP"
'261495B0100,'261495B01003,26,SONORA,011,HERMOSILLO,1495,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"06/06/2021 23:29:00","07/06/2021 08:46:52","07/06/2021 08:46:52",CATD,ESCANER,"ACTA PREP"
'261495C0100,'261495C01003,26,SONORA,011,HERMOSILLO,1495,0001,C,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,393,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"06/06/2021 23:24:00","07/06/2021 08:47:01","07/06/2021 08:47:01",CATD,ESCANER,"ACTA PREP"
'261496B0100,'261496B01003,26,SONORA,011,HERMOSILLO,1496,0001,B,0,1,3,587,148,0,148,30,-,-,-,-,5,5,8,84,-,4,0,4,-,-,-,-,-,-,-,-,0,8,148,148,693,48,,1,D,84a9e467cf35c49ae7f201c9978a6effdbad75b253ccbaf1d17a6fa3aee66d07,"06/06/2021 21:24:30","06/06/2021 21:29:23","06/06/2021 21:29:28",CASILLA,MOVIL,"ACTA PREP"
'261497B0100,'261497B01003,26,SONORA,011,HERMOSILLO,1497,0001,B,0,1,3,363,86,3,0,12,-,-,-,-,6,3,10,52,-,0,1,2,-,-,-,-,-,-,-,-,0,2,89,88,407,48,,1,D,952076babbb17069f5ad00f48058be9a679c24bf6496848ad27700abf0d6cd48,"07/06/2021 02:30:00","07/06/2021 03:23:29","07/06/2021 03:23:32",CATD,ESCANER,"ACTA PREP"
'261497C0100,'261497C01003,26,SONORA,011,HERMOSILLO,1497,0001,C,0,1,3,0,126,1,127,24,-,-,-,-,2,1,11,78,-,2,2,1,-,-,-,-,-,-,-,-,0,6,127,127,407,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,d0b24882e9355a4f134d495a018b01a4682992ecdc3fab6c7101c1b073c11ac0,"07/06/2021 02:00:00","07/06/2021 05:18:25","07/06/2021 05:18:46",CATD,ESCANER,"ACTA PREP"
'261498B0100,'261498B01003,26,SONORA,011,HERMOSILLO,1498,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,635,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:55:00","07/06/2021 08:47:13","07/06/2021 08:47:13",CATD,ESCANER,"ACTA PREP"
'261499B0100,'261499B01003,26,SONORA,011,HERMOSILLO,1499,0001,B,0,1,3,241,69,5,68,11,-,-,-,-,2,4,2,48,-,"Sin dato","Sin dato","Sin dato",-,-,-,-,-,-,-,-,0,1,68,68,266,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,88cc0baa4ed2134380630ba9601f2e594aaa6d6b3ed1bd54763737353a81056c,"07/06/2021 00:38:00","07/06/2021 00:54:47","07/06/2021 00:54:51",CATD,ESCANER,"ACTA PREP"
'261500B0100,'261500B01003,26,SONORA,011,HERMOSILLO,1500,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,545,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:54:00","07/06/2021 08:47:21","07/06/2021 08:47:21",CATD,ESCANER,"ACTA PREP"
'261501B0100,'261501B01003,26,SONORA,011,HERMOSILLO,1501,0001,B,0,1,3,337,137,2,136,21,-,-,-,-,4,6,12,84,-,1,1,1,-,-,-,-,-,-,-,-,0,6,136,136,444,48,,1,D,2c2bce4d3e85b37e316c32fa4a8f1756ec9531a0ca54c91100955a541fbfedea,"07/06/2021 02:29:00","07/06/2021 03:35:58","07/06/2021 03:36:05",CATD,ESCANER,"ACTA PREP"
'261501C0100,'261501C01003,26,SONORA,011,HERMOSILLO,1501,0001,C,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,443,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 10:44:00","07/06/2021 10:46:22","07/06/2021 10:46:22",CATD,ESCANER,"ACTA PREP"
'261502B0100,'261502B01003,26,SONORA,011,HERMOSILLO,1502,0001,B,0,1,3,232,155,1,0,53,-,-,-,-,3,3,24,62,-,1,4,1,-,-,-,-,-,-,-,-,0,5,156,156,344,48,,1,D,9d7360c0444a35423c89631347899d0011ad15c927e8718aa02faa4daa5eb90d,"06/06/2021 23:02:15","07/06/2021 00:47:48","07/06/2021 00:48:10",CASILLA,MOVIL,"ACTA PREP"
'261503B0100,'261503B01003,26,SONORA,011,HERMOSILLO,1503,0001,B,0,1,3,242,183,6,184,54,-,-,-,-,8,5,24,79,-,1,5,4,-,-,-,-,-,-,-,-,0,4,184,184,382,48,,1,D,aae2ff014779b3ab9678dc5ae18f423fa484f19447c9a6ad1d86deb65a3464bb,"06/06/2021 21:45:16","06/06/2021 21:52:13","06/06/2021 21:52:24",CASILLA,MOVIL,"ACTA PREP"
'261504B0100,'261504B01003,26,SONORA,011,HERMOSILLO,1504,0001,B,0,1,3,220,327,0,327,191,-,-,-,-,11,3,34,67,-,1,4,9,-,-,-,-,-,-,-,-,0,7,327,327,504,48,,1,D,2703fcf3bf0907d725c3922e34275fd77afd325cb991653dfea11bf62c20143e,"06/06/2021 22:26:06","06/06/2021 23:07:13","06/06/2021 23:07:32",CASILLA,MOVIL,"ACTA PREP"
'261504C0100,'261504C01003,26,SONORA,011,HERMOSILLO,1504,0001,C,0,1,3,198,351,4,351,197,-,-,-,-,16,3,36,81,-,1,2,7,-,-,-,-,-,-,-,-,0,7,351,350,504,48,,1,D,c4bffce68744b7b01b54f7c7bdde5bdaf7822993a27bec20ba22645c3e0f5f17,"06/06/2021 22:38:53","06/06/2021 23:33:54","06/06/2021 23:33:57",CASILLA,MOVIL,"ACTA PREP"
'261509B0100,'261509B01003,26,SONORA,011,HERMOSILLO,1509,0001,B,0,1,3,203,430,1,0,290,-,-,-,-,6,3,27,88,-,2,4,8,-,-,-,-,-,-,-,-,1,2,431,431,590,48,,1,D,4a6f407c602ff3e9592eca8e0b80074859f6cf4430dcc277229e4414ae80e1f4,"06/06/2021 21:36:52","06/06/2021 21:41:48","06/06/2021 21:42:14",CASILLA,MOVIL,"ACTA PREP"
'261509C0100,'261509C01003,26,SONORA,011,HERMOSILLO,1509,0001,C,0,1,3,197,436,0,433,288,-,-,-,-,6,2,24,90,-,3,1,11,-,-,-,-,-,-,-,-,1,7,433,433,590,48,,1,D,039c240ff76c9a9e7d89370da88e77daca6e6c1cc153775016d296662ee76871,"06/06/2021 23:32:00","06/06/2021 23:34:33","06/06/2021 23:34:37",CATD,ESCANER,"ACTA PREP"
'261513B0100,'261513B01003,26,SONORA,011,HERMOSILLO,1513,0001,B,0,1,3,178,341,5,340,194,-,-,-,-,5,0,26,95,-,5,0,6,-,-,-,-,-,-,-,-,0,9,340,340,475,48,,1,D,73ad0c1541985ba6d1cb160596d3d4e6675475f2a4f950a3f6473b92f88e7592,"06/06/2021 21:12:07","06/06/2021 21:15:41","06/06/2021 21:16:01",CASILLA,MOVIL,"ACTA PREP"
'261513C0100,'261513C01003,26,SONORA,011,HERMOSILLO,1513,0001,C,0,1,3,251,328,4,330,177,-,-,-,-,7,5,33,88,-,4,6,5,-,-,-,-,-,-,-,-,0,5,330,330,475,48,,1,D,564c5dd6d88a2c7693f3f14eb0b68549410adffa761f3b22f31252e6253b39a8,"06/06/2021 22:49:01","07/06/2021 00:19:16","07/06/2021 00:19:25",CASILLA,MOVIL,"ACTA PREP"
'261514B0100,'261514B01003,26,SONORA,011,HERMOSILLO,1514,0001,B,0,1,3,179,402,0,402,246,-,-,-,-,7,9,41,77,-,2,4,8,-,-,-,-,-,-,-,-,2,6,402,402,537,48,,1,D,f864c08c3e766707cc6f1510887df447026c7708366c883d45db03eb3405d204,"07/06/2021 23:44:00","07/06/2021 00:03:36","07/06/2021 00:04:44",CATD,ESCANER,"ACTA PREP"
'261514C0100,'261514C01003,26,SONORA,011,HERMOSILLO,1514,0001,C,0,1,3,133,386,0,386,256,-,-,-,-,14,0,27,71,-,2,4,7,-,-,-,-,-,-,-,-,0,5,386,386,536,48,,1,D,3d963ee35a48ec91ee68f700a1ec63a5648e0104a0c8f384dbf37be92b0a6f55,"06/06/2021 23:10:05","07/06/2021 01:03:51","07/06/2021 01:04:10",CASILLA,MOVIL,"ACTA PREP"
'261531B0100,'261531B01003,26,SONORA,011,HERMOSILLO,1531,0001,B,0,1,3,243,182,3,188,62,-,-,-,-,7,6,22,81,-,0,1,4,-,-,-,-,-,-,-,-,0,5,188,188,387,48,,1,D,a9c1eb7209d4c338cc3db549fa1c912ee78ff55b4e464da3715229dbbbe90edf,"07/06/2021 00:49:00","07/06/2021 02:20:02","07/06/2021 02:20:05",CATD,ESCANER,"ACTA PREP"
'261531C0100,'261531C01003,26,SONORA,011,HERMOSILLO,1531,0001,C,0,1,3,250,180,0,180,49,-,-,-,-,5,5,18,88,-,1,6,4,-,-,-,-,-,-,-,-,0,4,180,180,386,48,,1,D,89eca46c3e91189d6626120fd8706e771f429a5df035ce2bf1dbcbf668be2385,"06/06/2021 21:12:20","06/06/2021 21:18:06","06/06/2021 21:18:10",CASILLA,MOVIL,"ACTA PREP"
'261533B0100,'261533B01003,26,SONORA,011,HERMOSILLO,1533,0001,B,0,1,3,298,204,6,210,44,-,-,-,-,7,1,24,123,-,3,0,3,-,-,-,-,-,-,-,-,0,5,210,210,464,48,,1,D,3ba0aa080f1e33cd49548de3c3b7e03eb435edb39eab81f959f4241e201cb0cb,"06/06/2021 21:28:37","06/06/2021 21:34:37","06/06/2021 21:34:59",CASILLA,MOVIL,"ACTA PREP"
'261533C0100,'261533C01003,26,SONORA,011,HERMOSILLO,1533,0001,C,0,1,3,313,186,7,190,48,-,-,-,-,7,1,24,100,-,5,0,3,-,-,-,-,-,-,-,-,0,2,190,190,463,48,,1,D,77339de8f38349f8b61ab05bd6e37ac1f7864630a99aa438b6984f51cad90b85,"06/06/2021 21:26:07","06/06/2021 21:30:48","06/06/2021 21:31:07",CASILLA,MOVIL,"ACTA PREP"
'261534B0100,'261534B01003,26,SONORA,011,HERMOSILLO,1534,0001,B,0,1,3,329,223,3,225,52,-,-,-,-,4,3,17,130,-,3,2,4,-,-,-,-,-,-,-,-,0,10,225,225,514,48,,1,D,329196bfd6639f7c4223190f43f52ec679a63f5c51b7a708d492b50885c006b6,"07/06/2021 04:29:00","07/06/2021 04:30:32","07/06/2021 04:30:38",CATD,ESCANER,"ACTA PREP"
'261534C0100,'261534C01003,26,SONORA,011,HERMOSILLO,1534,0001,C,0,1,3,343,202,3,207,49,-,-,-,-,7,3,23,115,-,3,0,3,-,-,-,-,-,-,-,-,0,7,210,210,513,48,,1,D,ea323f1e4a366f9d444a2e10110de81553d9438e1a075ff4e2026dfb827bb64a,"07/06/2021 03:33:00","07/06/2021 04:32:23","07/06/2021 04:32:52",CATD,ESCANER,"ACTA PREP"
'261535B0100,'261535B01003,26,SONORA,011,HERMOSILLO,1535,0001,B,0,1,3,303,181,6,0,41,-,-,-,-,7,2,14,99,-,1,0,3,-,-,-,-,-,-,-,-,0,6,173,173,447,48,,1,D,cbc122cc8c1ac19340139361f86a9619f01aaf9b2d6d3f328a9a955170d95499,"06/06/2021 21:51:57","06/06/2021 22:06:40","06/06/2021 22:07:09",CASILLA,MOVIL,"ACTA PREP"
'261535C0100,'261535C01003,26,SONORA,011,HERMOSILLO,1535,0001,C,0,1,3,320,182,5,0,38,-,-,-,-,3,4,12,112,-,4,0,5,-,-,-,-,-,-,-,-,0,5,183,183,447,48,,1,D,09c866d94ef02f192cb64bef46034854ac059a20204e3bb493292e90961e654b,"06/06/2021 21:22:16","06/06/2021 21:26:26","06/06/2021 21:26:31",CASILLA,MOVIL,"ACTA PREP"
'261536B0100,'261536B01003,26,SONORA,011,HERMOSILLO,1536,0001,B,0,1,3,357,217,2,219,74,-,-,-,-,6,3,24,101,-,0,2,4,-,-,-,-,-,-,-,-,0,5,219,219,533,48,,1,D,e09dbc1f0cd48962f389ebde992dbf30ad822e4cb115a7390d97ba16b003bbd7,"07/06/2021 23:58:00","07/06/2021 00:31:34","07/06/2021 00:31:37",CATD,ESCANER,"ACTA PREP"
'261536C0100,'261536C01003,26,SONORA,011,HERMOSILLO,1536,0001,C,0,1,3,357,211,7,218,75,-,-,-,-,8,2,19,100,-,6,4,2,-,-,-,-,-,-,-,-,0,2,218,218,532,48,,1,D,fe028f068b7402d6f2dd86c04315183b4fe8efe9bb4e22d36416ec64d8f2a0af,"07/06/2021 00:44:00","07/06/2021 01:48:31","07/06/2021 01:48:49",CATD,ESCANER,"ACTA PREP"
'261537B0100,'261537B01003,26,SONORA,011,HERMOSILLO,1537,0001,B,0,1,3,397,242,3,0,67,-,-,-,-,11,9,34,112,-,5,1,3,-,-,-,-,-,-,-,-,0,3,245,245,598,48,,1,D,3857f332e9943e9e9c7ef3e68c59c7e512d9061baaf12da4bddeb92f2494ed65,"06/06/2021 23:09:00","06/06/2021 23:24:49","06/06/2021 23:24:57",CATD,ESCANER,"ACTA PREP"
'261537C0100,'261537C01003,26,SONORA,011,HERMOSILLO,1537,0001,C,0,1,3,369,282,0,281,81,-,-,-,-,5,6,39,130,-,7,3,7,-,-,-,-,-,-,-,-,0,4,281,282,598,48,,1,D,30af396f734216f64b45077f00299eb42d03cf249fede9aac202c95acd409d37,"07/06/2021 01:57:00","07/06/2021 03:51:54","07/06/2021 03:52:16",CATD,ESCANER,"ACTA PREP"
'261538B0100,'261538B01003,26,SONORA,011,HERMOSILLO,1538,0001,B,0,1,3,360,219,7,224,60,-,-,-,-,8,4,14,119,-,7,1,4,-,-,-,-,-,-,-,-,1,6,224,224,548,48,,1,D,53ef2a302b0bf20b4df27acbcc73aa57cb0b6dce8d9c0d7e4350c8b259f36013,"06/06/2021 23:14:08","07/06/2021 01:12:39","07/06/2021 01:12:43",CASILLA,MOVIL,"ACTA PREP"
'261538C0100,'261538C01003,26,SONORA,011,HERMOSILLO,1538,0001,C,0,1,3,379,207,5,203,52,-,-,-,-,8,4,23,114,-,2,1,5,-,-,-,-,-,-,-,-,0,3,212,212,547,48,,1,D,fed010038ac42dacaaf6029c653b375fef5412618df3872316e6baaf98cefa23,"07/06/2021 01:09:39","07/06/2021 03:40:37","07/06/2021 03:42:07",CASILLA,MOVIL,"ACTA PREP"
'261539B0100,'261539B01003,26,SONORA,011,HERMOSILLO,1539,0001,B,0,1,3,483,0,0,0,54,-,-,-,-,6,5,23,138,-,2,4,5,-,-,-,-,-,-,-,-,0,10,247,247,689,48,,1,D,f2bdcc6636db9b856ab8794a469a57fc8267a4d9565d5cb8283fd0b0bdeeecf9,"06/06/2021 23:36:00","06/06/2021 23:53:02","06/06/2021 23:53:05",CATD,ESCANER,"ACTA PREP"
'261539C0100,'261539C01003,26,SONORA,011,HERMOSILLO,1539,0001,C,0,1,3,451,0,4,0,70,-,-,-,-,8,5,18,137,-,5,9,10,-,-,-,-,-,-,-,-,2,16,280,280,689,48,,1,D,af02e451d422e1fe050757e6c6ca107018275fdeebda385c09cb61826022acce,"07/06/2021 00:20:00","07/06/2021 00:49:05","07/06/2021 00:49:21",CATD,ESCANER,"ACTA PREP"
'261541B0100,'261541B01003,26,SONORA,011,HERMOSILLO,1541,0001,B,0,1,3,387,214,1,215,45,-,-,-,-,8,5,23,119,-,2,1,7,-,-,-,-,-,-,-,-,1,4,215,215,558,48,,1,D,571d235484d4d90fb808088bf1dbc1eb93fd29bf442b0a2d7b8004f3bc27bcc9,"06/06/2021 23:39:16","07/06/2021 02:03:21","07/06/2021 02:03:32",CASILLA,MOVIL,"ACTA PREP"
'261541C0100,'261541C01003,26,SONORA,011,HERMOSILLO,1541,0001,C,0,1,3,417,184,7,184,55,-,-,-,-,5,1,9,104,-,3,0,1,-,-,-,-,-,-,-,-,0,6,184,184,558,48,,1,D,c40fc5712dba35b5b8a314bccf64e185f972418425b66c1e9804ee7f4bb25e08,"06/06/2021 22:41:28","06/06/2021 23:41:24","06/06/2021 23:41:39",CASILLA,MOVIL,"ACTA PREP"
'261542B0100,'261542B01003,26,SONORA,011,HERMOSILLO,1542,0001,B,0,1,3,492,214,6,216,65,-,-,-,-,7,11,14,101,-,1,0,4,-,-,-,-,-,-,-,-,0,13,216,216,666,48,,1,D,37ff44d45240dc97e9ec99b0279949bb109b2e424815b6954dae21e3b09280d9,"07/06/2021 02:55:00","07/06/2021 02:56:47","07/06/2021 02:56:51",CATD,ESCANER,"ACTA PREP"
'261542C0100,'261542C01003,26,SONORA,011,HERMOSILLO,1542,0001,C,0,1,3,521,186,0,186,54,-,-,-,-,5,9,6,106,-,2,0,0,-,-,-,-,-,-,-,-,0,8,186,190,665,48,,1,D,98350c1a2c3c89ede0a7a7c8ed58b79d734476c7c01ba4b686d274ec39cc2882,"07/06/2021 02:27:00","07/06/2021 02:46:23","07/06/2021 02:46:56",CATD,ESCANER,"ACTA PREP"
'261543B0100,'261543B01003,26,SONORA,011,HERMOSILLO,1543,0001,B,0,1,3,441,185,185,185,54,-,-,-,-,5,2,9,93,-,5,3,5,-,-,-,-,-,-,-,-,0,9,185,185,585,48,,1,D,62b04cf0a0ab935274e24000433713a9e9db084029f980f3b34c1e0cf2bf381f,"07/06/2021 01:09:00","07/06/2021 01:11:11","07/06/2021 01:11:14",CATD,ESCANER,"ACTA PREP"
'261543C0100,'261543C01003,26,SONORA,011,HERMOSILLO,1543,0001,C,0,1,3,417,208,8,212,48,-,-,-,-,6,2,16,125,-,3,4,5,-,-,-,-,-,-,-,-,0,3,212,212,584,48,,1,D,35605c9013ecea74aa84f6e1e60188f08982ff80630c079f36ab36a664829fe5,"07/06/2021 01:58:00","07/06/2021 02:58:50","07/06/2021 02:59:11",CATD,ESCANER,"ACTA PREP"
'261544B0100,'261544B01003,26,SONORA,011,HERMOSILLO,1544,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,514,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:56:00","07/06/2021 08:47:31","07/06/2021 08:47:31",CATD,ESCANER,"ACTA PREP"
'261544C0100,'261544C01003,26,SONORA,011,HERMOSILLO,1544,0001,C,0,1,3,399,157,1,158,31,-,-,-,-,2,7,11,100,-,1,2,2,-,-,-,-,-,-,-,-,1,1,158,158,514,48,,1,D,7eb99d02fd21f3231e7c93fd7ae9bc90184213b86bed64aad2db9fb1e3889f98,"07/06/2021 04:05:00","07/06/2021 04:39:57","07/06/2021 04:40:06",CATD,ESCANER,"ACTA PREP"
'261545B0100,'261545B01003,26,SONORA,011,HERMOSILLO,1545,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,676,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:56:00","07/06/2021 08:47:43","07/06/2021 08:47:43",CATD,ESCANER,"ACTA PREP"
'261545C0100,'261545C01003,26,SONORA,011,HERMOSILLO,1545,0001,C,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,676,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 10:44:00","07/06/2021 10:45:40","07/06/2021 10:45:40",CATD,ESCANER,"ACTA PREP"
'261546B0100,'261546B01003,26,SONORA,011,HERMOSILLO,1546,0001,B,0,1,3,373,136,4,140,30,-,-,-,-,2,4,10,90,-,0,0,0,-,-,-,-,-,-,-,-,0,4,140,140,468,48,,1,D,4b6022e3a0a95f27f7242ccc6e7544a49df7bacf726fed26609c83c920448271,"06/06/2021 22:46:26","07/06/2021 00:08:46","07/06/2021 00:09:12",CASILLA,MOVIL,"ACTA PREP"
'261546C0100,'261546C01003,26,SONORA,011,HERMOSILLO,1546,0001,C,0,1,3,359,146,0,146,28,-,-,-,-,7,2,6,90,-,3,2,5,-,-,-,-,-,-,-,-,0,3,146,146,468,48,,1,D,5ea5f7638e82ee7c6d847fa067493e218812048989015a59dbf2b3778fd45019,"06/06/2021 23:59:13","07/06/2021 02:36:17","07/06/2021 02:36:39",CASILLA,MOVIL,"ACTA PREP"
'261547B0100,'261547B01003,26,SONORA,011,HERMOSILLO,1547,0001,B,0,1,3,396,158,6,0,38,-,-,-,-,2,5,6,100,-,2,2,7,-,-,-,-,-,-,-,-,0,2,164,164,516,48,,1,D,5bf64c410460726e4ddd75c891d42ab7be2c4199034340e3213fa91f0ff48a71,"06/06/2021 21:47:28","06/06/2021 21:59:39","06/06/2021 21:59:42",CASILLA,MOVIL,"ACTA PREP"
'261547C0100,'261547C01003,26,SONORA,011,HERMOSILLO,1547,0001,C,0,1,3,0,0,0,162,36,-,-,-,-,4,3,7,101,-,3,2,3,-,-,-,-,-,-,-,-,0,3,162,162,515,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,d7f6062460f041e05df7f3c15bc597b23414f461be1c5a3f85cbec1e959ffe76,"06/06/2021 20:29:24","06/06/2021 20:32:39","06/06/2021 20:33:02",CASILLA,MOVIL,"ACTA PREP"
'261552B0100,'261552B01003,26,SONORA,011,HERMOSILLO,1552,0001,B,0,1,3,447,216,5,221,74,-,-,-,-,4,11,38,76,-,3,1,1,-,-,-,-,-,-,-,-,1,10,221,219,624,48,,1,D,3bf59ccdd02319bc2ea748c7e67fdda51e01d694d95538eaf66ca522118acf5f,"07/06/2021 04:10:00","07/06/2021 04:49:18","07/06/2021 04:49:32",CATD,ESCANER,"ACTA PREP"
'261552C0100,'261552C01003,26,SONORA,011,HERMOSILLO,1552,0001,C,0,1,3,450,210,5,206,56,-,-,-,-,7,12,11,112,-,1,0,7,-,-,-,-,-,-,-,-,0,0,206,206,623,48,,1,D,e5d6c10cdfceba2e7e8d9eff94938e0b88df9eec53187bb63f7f45174b37f8cd,"07/06/2021 03:34:00","07/06/2021 03:54:01","07/06/2021 03:54:19",CATD,ESCANER,"ACTA PREP"
'261552C0200,'261552C02003,26,SONORA,011,HERMOSILLO,1552,0002,C,0,1,3,427,232,6,238,67,-,-,-,-,10,5,23,118,-,3,0,4,-,-,-,-,-,-,-,-,0,8,238,238,623,48,,1,D,08341af7f9ff6cb6a02e0374c5c8dca61cf1ac59f9abc8e73a28f6408b9aa6ac,"07/06/2021 03:34:00","07/06/2021 03:56:54","07/06/2021 03:56:58",CATD,ESCANER,"ACTA PREP"
'261554B0100,'261554B01003,26,SONORA,011,HERMOSILLO,1554,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,535,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 00:10:00","07/06/2021 08:47:52","07/06/2021 08:47:52",CATD,ESCANER,"ACTA PREP"
'261554C0100,'261554C01003,26,SONORA,011,HERMOSILLO,1554,0001,C,0,1,3,392,185,1,0,42,-,-,-,-,6,7,14,102,-,2,0,3,-,-,-,-,-,-,-,-,0,9,185,185,535,48,,1,D,064e074d761f0ce1c2bd2a3c70cf9683fda4f2e62368ca2c7ef9d14a7ee95e0e,"06/06/2021 23:33:00","06/06/2021 23:44:32","06/06/2021 23:44:38",CATD,ESCANER,"ACTA PREP"
'261554C0200,'261554C02003,26,SONORA,011,HERMOSILLO,1554,0002,C,0,1,3,357,210,11,224,51,-,-,-,-,7,9,18,124,-,2,3,3,-,-,-,-,-,-,-,-,0,7,224,224,534,48,,1,D,75d3389f708ddcfb752ac0d028ab0162589e8a9b4a99fb9fbe71f4d9122990b9,"07/06/2021 23:45:00","07/06/2021 00:03:28","07/06/2021 00:03:42",CATD,ESCANER,"ACTA PREP"
'260413B0100,'260413B01003,26,SONORA,012,HERMOSILLO,0413,0001,B,0,1,3,227,407,9,3,293,81,-,-,-,-,-,30,-,-,4,2,5,-,-,-,-,-,-,-,-,0,3,418,418,599,48,,1,D,4cd32c97e6b4f5410fdaa0e27f4becdf8552ab8aa5d3890d32ebf3f77616b5b9,"06/06/2021 21:20:23","06/06/2021 21:24:30","06/06/2021 21:24:34",CASILLA,MOVIL,"ACTA PREP"
