AYUNTAMIENTOS
"07/06/2021 13:19 (UTC-7)"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATÁLOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
3748,3787,39,3748,100.0000,3257,86.8996,22.3852,491,1895749,834884,831581,44.0397

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,CC_PAN_PRI_PRD,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAS,PES,RSP,FXM,CAND_IND_EGL,CAND_IND_JAUR,CAND_IND_JRRBC,CAND_IND_EQJ,CAND_IND_CNY,CAND_IND_YCCL,CAND_IND_HJSA,CAND_IND_OOG,CAND_IND_PMR,CAND_IND_CAQR,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'260015B0100,'260015B01004,26,SONORA,002,"AGUA PRIETA",0015,0001,B,0,1,4,341,232,4,236,-,30,9,2,3,2,2,59,-,97,9,"Sin dato",9,3,-,-,-,-,-,-,-,-,7,"Sin dato","Sin dato","Sin dato",0,6,0,238,541,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,95c6bc2aa8c146977df3585301a9d31a77818098f2db441299988a25a0256ee5,"06/06/2021 23:07:00","06/06/2021 23:33:05","06/06/2021 23:33:13",CATD,ESCANER,"ACTA PREP"
'260015C0100,'260015C01004,26,SONORA,002,"AGUA PRIETA",0015,0001,C,0,1,4,330,249,5,254,-,31,11,7,5,3,9,61,-,98,13,2,3,2,-,-,-,-,-,-,-,-,2,"Sin dato","Sin dato","Sin dato",0,0,254,247,540,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,14f6c8631fc889fba73ea54a0c025d2e21ae62d451fa935882ecef81fdff4f83,"06/06/2021 21:59:58","06/06/2021 22:22:05","06/06/2021 22:23:05",CASILLA,MOVIL,"ACTA PREP"
'260016B0100,'260016B01004,26,SONORA,002,"AGUA PRIETA",0016,0001,B,0,1,4,0,0,0,0,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,627,48,"TODO ILEGIBLE O SIN DATO",0,D,0f7daf66fa689684130303e9b4535e3f195a4f6a956eb1324f222011c93f4d56,"06/06/2021 23:29:00","07/06/2021 01:35:34","07/06/2021 01:36:01",CATD,ESCANER,"ACTA PREP"
'260017B0100,'260017B01004,26,SONORA,002,"AGUA PRIETA",0017,0001,B,0,2,4,466,256,6,0,-,19,14,1,4,0,5,113,-,63,15,1,7,11,-,-,-,-,-,-,-,-,"Sin dato","Sin dato","Sin dato","Sin dato",0,3,256,256,678,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,3eec73e85b9a1aa4b48f44bd2b939eb41fed46cf4e7a201c3e39b18f66869750,"06/06/2021 23:31:00","06/06/2021 23:35:10","06/06/2021 23:35:15",CATD,ESCANER,"ACTA PREP"
'260017C0100,'260017C01004,26,SONORA,002,"AGUA PRIETA",0017,0001,C,0,2,4,457,264,3,267,-,29,6,2,6,5,7,94,-,77,8,2,7,15,-,-,-,-,-,-,-,-,0,0,0,0,0,6,267,264,678,48,,1,D,267751f735f728e00f49424c2ba5b7cd859ae9e5071b41010418314aa2f31ea3,"07/06/2021 01:48:00","07/06/2021 02:36:09","07/06/2021 02:36:14",CATD,ESCANER,"ACTA PREP"
'260017C0200,'260017C02004,26,SONORA,002,"AGUA PRIETA",0017,0002,C,0,2,4,467,253,3,256,-,24,16,4,2,2,4,90,-,78,13,0,4,12,-,-,-,-,-,-,-,-,"Sin dato","Sin dato","Sin dato","Sin dato",0,7,256,256,678,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,3aba6aa343f281e15520d3224906e3a80a6806716396431425d39db5404c5814,"07/06/2021 01:56:00","07/06/2021 02:26:36","07/06/2021 02:26:49",CATD,ESCANER,"ACTA PREP"
'260017C0300,'260017C03004,26,SONORA,002,"AGUA PRIETA",0017,0003,C,0,2,4,0,0,0,0,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,678,48,"TODO ILEGIBLE O SIN DATO",0,D,7da2a30023fec90535eea31f05387c565e8101b3d27248478116b468978a3642,"07/06/2021 02:04:00","07/06/2021 06:02:35","07/06/2021 06:03:53",CATD,ESCANER,"ACTA PREP"
'260017C0400,'260017C04004,26,SONORA,002,"AGUA PRIETA",0017,0004,C,0,2,4,461,261,0,261,-,22,8,2,5,2,6,92,-,75,15,5,8,14,-,-,-,-,-,-,-,-,4,0,0,1,0,2,261,261,678,48,,1,D,6f213f4a5a9aaaf1a96c5e931a6a06b95d6f7957267f8ced76ef28b23027a509,"06/06/2021 22:31:56","06/06/2021 23:18:49","06/06/2021 23:18:58",CASILLA,MOVIL,"ACTA PREP"
'260017C0500,'260017C05004,26,SONORA,002,"AGUA PRIETA",0017,0005,C,0,2,4,0,0,0,0,-,26,8,1,4,3,6,75,-,95,10,3,4,8,-,-,-,-,-,-,-,-,4,"Sin dato","Sin dato","Sin dato",0,5,252,252,678,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,94ae1eae096d80631947e8ba145de4358ee099e79c690144ff66a3d8f88201a6,"06/06/2021 21:57:47","06/06/2021 22:20:06","06/06/2021 22:20:25",CASILLA,MOVIL,"ACTA PREP"
'260017C0600,'260017C06004,26,SONORA,002,"AGUA PRIETA",0017,0006,C,0,2,4,469,0,11,250,-,26,15,2,7,3,7,87,-,66,17,1,5,10,-,-,-,-,-,-,-,-,"Sin dato","Sin dato","Sin dato","Sin dato",0,4,250,250,677,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,fb6a701d2260495c89f9442f55a32d56d9615c7b1cd2a5061e813c617f35ae46,"06/06/2021 23:15:13","07/06/2021 01:16:39","07/06/2021 01:17:19",CASILLA,MOVIL,"ACTA PREP"
'260017C0700,'260017C07004,26,SONORA,002,"AGUA PRIETA",0017,0007,C,0,2,4,501,215,4,219,-,22,13,0,3,3,3,87,-,55,13,2,3,12,-,-,-,-,-,-,-,-,0,0,0,0,0,3,219,219,677,48,,1,D,66d9e5537eb069f1db179032481f7a1690193d16ae3dd8b5c6799ad34726c735,"06/06/2021 21:50:36","06/06/2021 22:02:01","06/06/2021 22:02:12",CASILLA,MOVIL,"ACTA PREP"
'260017C0800,'260017C08004,26,SONORA,002,"AGUA PRIETA",0017,0008,C,0,2,4,459,261,6,261,-,25,15,5,0,2,4,88,-,75,16,2,7,11,-,-,-,-,-,-,-,-,1,1,"Sin dato","Sin dato",0,9,261,261,677,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,7b299da3798d0914b2feacddf01541b2f2d0da2e2ad8acc533496189de162671,"06/06/2021 22:19:54","06/06/2021 22:58:37","06/06/2021 22:59:36",CASILLA,MOVIL,"ACTA PREP"
'260018B0100,'260018B01004,26,SONORA,002,"AGUA PRIETA",0018,0001,B,0,1,4,370,241,4,245,-,20,9,4,6,2,4,72,-,103,7,0,5,6,-,-,-,-,-,-,-,-,3,0,0,0,0,4,245,245,571,48,,1,D,5efc5eba4c58ef103bdb10530bcd39a81c45d624ae6345765b8b66d9b1153893,"06/06/2021 23:11:33","07/06/2021 03:05:34","07/06/2021 03:05:41",CASILLA,MOVIL,"ACTA PREP"
'260018C0100,'260018C01004,26,SONORA,002,"AGUA PRIETA",0018,0001,C,0,1,4,370,242,2,243,-,25,16,1,5,1,6,69,-,89,10,1,7,7,-,-,-,-,-,-,-,-,2,0,0,0,0,5,243,244,571,48,,1,D,aa45601d5f9ccfc6ffe3435cc42cbab56c362a3889a190f7d7a07a2f586fe05d,"07/06/2021 00:50:00","07/06/2021 03:28:51","07/06/2021 03:30:03",CATD,ESCANER,"ACTA PREP"
'260018C0200,'260018C02004,26,SONORA,002,"AGUA PRIETA",0018,0002,C,0,1,4,366,243,5,0,-,13,14,1,1,2,6,72,-,103,6,4,11,5,-,-,-,-,-,-,-,-,4,0,0,0,0,7,242,249,570,48,,1,D,ca090d359b7e844345ab0fe1e6346e4d20813ea300b83b56f9526ad5df29b8d4,"06/06/2021 23:33:10","07/06/2021 01:52:34","07/06/2021 01:52:40",CASILLA,MOVIL,"ACTA PREP"
'260019B0100,'260019B01004,26,SONORA,002,"AGUA PRIETA",0019,0001,B,0,1,4,415,244,7,250,-,24,14,1,6,4,6,85,-,67,11,2,9,12,-,-,-,-,-,-,-,-,2,1,0,0,0,6,250,250,620,48,,1,D,df17b48bbf606547e164e5ddead4c3b742a31bdd725832832afa7710e533c39c,"06/06/2021 21:43:35","06/06/2021 21:51:44","06/06/2021 21:51:48",CASILLA,MOVIL,"ACTA PREP"
'260019C0100,'260019C01004,26,SONORA,002,"AGUA PRIETA",0019,0001,C,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,620,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 00:56:00","07/06/2021 02:02:41","07/06/2021 02:02:41",CATD,ESCANER,"ACTA PREP"
'260019C0200,'260019C02004,26,SONORA,002,"AGUA PRIETA",0019,0002,C,0,1,4,393,265,1,0,-,26,7,1,"Sin dato",8,7,115,-,63,14,4,9,4,-,-,-,-,-,-,-,-,5,1,"Sin dato","Sin dato",0,5,269,269,619,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,cb88c40314e245d281cd98db98b177aebdf0725db364100b329bbc4cd33a0b83,"06/06/2021 23:23:34","07/06/2021 01:35:12","07/06/2021 01:36:36",CASILLA,MOVIL,"ACTA PREP"
'260019C0300,'260019C03004,26,SONORA,002,"AGUA PRIETA",0019,0003,C,0,1,4,403,256,4,260,-,24,14,4,3,3,9,92,-,74,18,1,5,7,-,-,-,-,-,-,-,-,1,0,0,0,0,5,260,260,619,48,,1,D,f42a87864c113e8c20c91b0a8f8c939893a69269eac1de165cb54878fba4e66f,"06/06/2021 23:38:30","07/06/2021 02:04:09","07/06/2021 02:04:45",CASILLA,MOVIL,"ACTA PREP"
'260019C0400,'260019C04004,26,SONORA,002,"AGUA PRIETA",0019,0004,C,0,1,4,414,244,5,249,-,24,14,2,2,0,10,81,-,82,17,0,6,4,-,-,-,-,-,-,-,-,4,0,0,0,0,3,249,249,619,48,,1,D,b617ee88feff736dbc36c686120788bb19c943d443515a64156a812031fcdb71,"06/06/2021 23:09:07","07/06/2021 01:02:34","07/06/2021 01:02:50",CASILLA,MOVIL,"ACTA PREP"
'260020B0100,'260020B01004,26,SONORA,002,"AGUA PRIETA",0020,0001,B,0,1,4,474,277,2,279,-,0,0,0,5,7,3,99,-,78,12,5,10,3,-,-,-,-,-,-,-,-,47,0,0,0,0,10,279,279,708,48,,1,D,23cbe6d11822f6cd16b63e14dd84d4248da4ce356143927d0cece762b816ec78,"06/06/2021 22:20:02","06/06/2021 22:55:41","06/06/2021 22:56:10",CASILLA,MOVIL,"ACTA PREP"
'260020C0100,'260020C01004,26,SONORA,002,"AGUA PRIETA",0020,0001,C,0,1,4,474,278,5,277,-,37,171,2,4,3,3,110,-,65,10,5,7,5,-,-,-,-,-,-,-,-,2,1,2,"Sin dato",0,4,277,431,708,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,554598e80af37613a108efc95add821946afe9f33e860030301b120acece9f3f,"06/06/2021 22:32:58","07/06/2021 01:18:42","07/06/2021 01:19:56",CASILLA,MOVIL,"ACTA PREP"
'260020C0200,'260020C02004,26,SONORA,002,"AGUA PRIETA",0020,0002,C,0,1,4,443,299,4,311,-,40,17,3,3,7,5,121,-,72,13,3,9,8,-,-,-,-,-,-,-,-,3,"Sin dato","Sin dato","Sin dato",0,7,311,311,708,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,5301a274bbc8434cc2278385c1a0e4c4b22a8e6d1cf7a3bff4e5c80aec572be7,"06/06/2021 22:40:39","06/06/2021 23:40:42","06/06/2021 23:40:53",CASILLA,MOVIL,"ACTA PREP"
'260020C0300,'260020C03004,26,SONORA,002,"AGUA PRIETA",0020,0003,C,0,1,4,432,323,6,323,-,34,25,2,4,1,2,118,-,85,16,3,11,7,-,-,-,-,-,-,-,-,4,0,0,0,0,7,323,319,707,48,,1,D,69474da5f893b913295558b96329ff9f72906eb378802b44a4e3a20763b97253,"06/06/2021 22:54:33","07/06/2021 00:32:43","07/06/2021 00:32:59",CASILLA,MOVIL,"ACTA PREP"
'260020C0400,'260020C04004,26,SONORA,002,"AGUA PRIETA",0020,0004,C,0,1,4,461,290,10,0,-,26,11,4,2,3,6,113,-,72,12,3,11,8,-,-,-,-,-,-,-,-,5,1,"Sin dato","Sin dato",0,14,290,291,707,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,30c34eb8f3de363fff8408a0ad75abb738cea706a47bf319e4f9740091d87519,"07/06/2021 00:21:45","07/06/2021 02:59:49","07/06/2021 02:59:54",CASILLA,MOVIL,"ACTA PREP"
'260020C0500,'260020C05004,26,SONORA,002,"AGUA PRIETA",0020,0005,C,0,1,4,462,292,7,0,-,21,22,3,9,4,3,124,-,72,12,1,11,7,-,-,-,-,-,-,-,-,"Sin dato","Sin dato","Sin dato","Sin dato",0,0,0,289,707,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,30b8dde5e8f516ab3738095791b2f0595a9fcb66dd6b5016dc494a903648dee4,"07/06/2021 00:08:04","07/06/2021 02:47:43","07/06/2021 02:47:49",CASILLA,MOVIL,"ACTA PREP"
'260020C0600,'260020C06004,26,SONORA,002,"AGUA PRIETA",0020,0006,C,0,1,4,461,286,4,0,-,33,19,3,5,5,8,101,-,68,11,3,12,6,-,-,-,-,-,-,-,-,4,1,0,0,0,10,289,289,707,48,,1,D,c8b9f1ae611a53a3d5f8fa0846c4ad736246921e7708785b68c9739e380a201a,"06/06/2021 23:01:55","07/06/2021 00:46:39","07/06/2021 00:47:04",CASILLA,MOVIL,"ACTA PREP"
'260021B0100,'260021B01004,26,SONORA,002,"AGUA PRIETA",0021,0001,B,0,1,4,371,283,7,290,-,32,12,0,7,1,5,113,-,78,10,6,5,4,-,-,-,-,-,-,-,-,5,0,0,0,0,12,290,290,616,48,,1,D,d34e98e8e5eeb504b86c997352afc231747b3b88ea119e106b5f2cce832de77b,"06/06/2021 23:45:38","07/06/2021 02:11:48","07/06/2021 02:12:09",CASILLA,MOVIL,"ACTA PREP"
'260021C0100,'260021C01004,26,SONORA,002,"AGUA PRIETA",0021,0001,C,0,1,4,407,249,4,254,-,30,8,5,10,1,4,96,-,75,7,1,8,1,-,-,-,-,-,-,-,-,2,1,0,0,0,5,254,254,616,48,,1,D,39a6cf57560ebbc4fc87cd97bf1608fcae3346d8f26b5dca657a2af9b40ca26a,"07/06/2021 00:10:55","07/06/2021 02:52:06","07/06/2021 02:52:35",CASILLA,MOVIL,"ACTA PREP"
'260021C0200,'260021C02004,26,SONORA,002,"AGUA PRIETA",0021,0002,C,0,1,4,568,258,2,0,-,34,14,2,6,3,1,87,-,72,13,4,15,2,-,-,-,-,-,-,-,-,4,1,0,0,0,4,262,262,615,48,,1,D,cafb2824c0e466ce05c9b5406a83237ed0a8f3c3759f6dc7d0affcd2396e28eb,"06/06/2021 23:55:49","07/06/2021 04:36:51","07/06/2021 04:37:56",CASILLA,MOVIL,"ACTA PREP"
'260022B0100,'260022B01004,26,SONORA,002,"AGUA PRIETA",0022,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,745,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 03:19:00","07/06/2021 04:25:46","07/06/2021 04:25:46",CATD,ESCANER,"ACTA PREP"
'260022C0100,'260022C01004,26,SONORA,002,"AGUA PRIETA",0022,0001,C,0,1,4,501,289,0,289,-,31,13,3,8,7,4,91,-,81,9,6,17,6,-,-,-,-,-,-,-,-,5,2,1,0,0,5,289,289,745,48,,1,D,4d80952142e723fb33b50d303e0afbc9a9173065d15e39ba17abe68a0d17075c,"07/06/2021 00:25:00","07/06/2021 00:32:18","07/06/2021 00:32:34",CATD,ESCANER,"ACTA PREP"
'260022C0200,'260022C02004,26,SONORA,002,"AGUA PRIETA",0022,0002,C,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,745,48,"SIN ACTA POR PAQUETE NO ENTREGADO",0,D,,"07/06/2021 02:36:00","07/06/2021 06:08:11","07/06/2021 06:08:11",CATD,ESCANER,"ACTA PREP"
'260022C0300,'260022C03004,26,SONORA,002,"AGUA PRIETA",0022,0003,C,0,1,4,467,321,0,0,-,34,21,4,7,4,9,114,-,88,11,0,14,5,-,-,-,-,-,-,-,-,0,0,0,0,0,7,321,318,745,48,,1,D,c3b56d7fe17c689f0d00c0e3cd722c193b4b50e9bc86b6b3b828e2c250b2bb22,"07/06/2021 04:01:00","07/06/2021 04:04:02","07/06/2021 04:04:09",CATD,ESCANER,"ACTA PREP"
'260022C0400,'260022C04004,26,SONORA,002,"AGUA PRIETA",0022,0004,C,0,1,4,482,302,4,306,-,40,17,0,3,4,8,92,-,85,19,2,19,5,-,-,-,-,-,-,-,-,5,2,0,1,0,4,306,306,744,48,,1,D,81cb444cdca0c0b2c5511e7d60e4300eaa28ec63031e4560d7702f45720ad999,"07/06/2021 00:30:00","07/06/2021 01:02:17","07/06/2021 01:02:30",CATD,ESCANER,"ACTA PREP"
'260022C0500,'260022C05004,26,SONORA,002,"AGUA PRIETA",0022,0005,C,0,1,4,496,289,3,291,-,32,17,7,11,1,5,105,-,61,14,1,14,7,-,-,-,-,-,-,-,-,6,0,0,0,0,10,291,291,744,48,,1,D,590cc004c683d2966a1e340e234a37623abb231382ede6e36115b29a772fe193,"07/06/2021 00:12:00","07/06/2021 02:58:56","07/06/2021 03:00:33",CATD,ESCANER,"ACTA PREP"
'260022C0600,'260022C06004,26,SONORA,002,"AGUA PRIETA",0022,0006,C,0,1,4,506,278,5,0,-,25,9,1,4,4,2,108,-,66,27,2,11,4,-,-,-,-,-,-,-,-,4,2,0,0,0,13,282,282,744,48,,1,D,0f6421d5f8d81155aead524f8a2fed7c8d2ddfe16040c4ec6348ae9d718ccb7f,"06/06/2021 22:26:09","06/06/2021 23:06:58","06/06/2021 23:07:29",CASILLA,MOVIL,"ACTA PREP"
'260022C0700,'260022C07004,26,SONORA,002,"AGUA PRIETA",0022,0007,C,0,1,4,524,269,6,0,-,24,19,3,10,4,3,99,-,71,17,1,12,5,-,-,-,-,-,-,-,-,5,0,0,0,0,6,279,279,744,48,,1,D,1b70699b2b1ce782a43e0cb9531609e77bdc522e49628b70c203f043e50813da,"06/06/2021 23:45:02","07/06/2021 02:12:33","07/06/2021 02:15:20",CASILLA,MOVIL,"ACTA PREP"
'260022C0800,'260022C08004,26,SONORA,002,"AGUA PRIETA",0022,0008,C,0,1,4,441,338,7,343,-,39,17,5,7,3,4,113,-,101,12,2,23,4,-,-,-,-,-,-,-,-,4,3,0,0,0,6,343,343,744,48,,1,D,2ebfd4cb12a826003bc5fafcf50ca63765757e03c7f2416d809969ae41a89c75,"07/06/2021 01:22:00","07/06/2021 01:57:46","07/06/2021 01:58:03",CATD,ESCANER,"ACTA PREP"
'260023B0100,'260023B01004,26,SONORA,002,"AGUA PRIETA",0023,0001,B,0,2,4,0,0,0,0,-,27,26,3,2,2,5,92,-,99,14,3,5,"Sin dato",-,-,-,-,-,-,-,-,"Sin dato","Sin dato","Sin dato","Sin dato",0,16,278,294,694,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,d1276b2967ff924979c9ae78ea0aaaeb854d4edd62999ac27f9d9754f68ab45f,"06/06/2021 23:28:00","07/06/2021 01:42:59","07/06/2021 01:43:59",CATD,ESCANER,"ACTA PREP"
'260023C0100,'260023C01004,26,SONORA,002,"AGUA PRIETA",0023,0001,C,0,2,4,450,281,7,288,-,27,15,3,4,3,6,96,-,81,23,4,3,9,-,-,-,-,-,-,-,-,5,2,0,0,0,7,288,288,693,48,,1,D,4afd3cdc9cc87dcb820f27fc9485ea7ba047e6554b24f9588578536be65de2d4,"07/06/2021 00:34:56","07/06/2021 03:04:33","07/06/2021 03:04:38",CASILLA,MOVIL,"ACTA PREP"
'260023C0200,'260023C02004,26,SONORA,002,"AGUA PRIETA",0023,0002,C,0,2,4,442,284,9,294,-,21,20,4,5,8,5,110,-,87,7,2,10,7,-,-,-,-,-,-,-,-,1,1,0,0,0,6,294,294,693,48,,1,D,902b9b6e0557a4c9c5595f3439ee22f7d78dc8dafd5b6fe19bfc3989d11c442c,"07/06/2021 00:27:12","07/06/2021 05:09:29","07/06/2021 05:11:26",CASILLA,MOVIL,"ACTA PREP"
'260023C0300,'260023C03004,26,SONORA,002,"AGUA PRIETA",0023,0003,C,0,2,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,693,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 11:33:00","07/06/2021 11:34:53","07/06/2021 11:34:53",CATD,MOVIL,"ACTA PREP"
'260023C0400,'260023C04004,26,SONORA,002,"AGUA PRIETA",0023,0004,C,0,2,4,0,0,0,0,-,28,12,1,7,4,8,136,-,97,13,4,4,6,-,-,-,-,-,-,-,-,"Sin dato","Sin dato","Sin dato","Sin dato",0,16,336,336,693,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,61782173e1872270f5b1169e08b3118a1d304e81918ebc0b7925b503e0a57b3c,"06/06/2021 22:33:23","06/06/2021 23:25:08","06/06/2021 23:25:22",CASILLA,MOVIL,"ACTA PREP"
'260023C0500,'260023C05004,26,SONORA,002,"AGUA PRIETA",0023,0005,C,0,2,4,530,205,2,0,-,18,10,5,1,1,4,86,-,55,8,3,7,3,-,-,-,-,-,-,-,-,0,0,0,0,0,6,207,207,693,48,,1,D,8ecba68119d944dbb6be6dd8808832e707a6b1c97c3eb4c9f1929f4ac713b3df,"06/06/2021 23:03:42","07/06/2021 02:35:24","07/06/2021 02:37:09",CASILLA,MOVIL,"ACTA PREP"
'260024B0100,'260024B01004,26,SONORA,002,"AGUA PRIETA",0024,0001,B,0,1,4,501,263,10,0,-,29,12,1,2,3,4,102,-,59,17,2,15,9,-,-,-,-,-,-,-,-,1,1,0,1,1,10,268,269,730,48,,1,D,a29553a32701a8d433eacd1330c9106d6dbdbf93134dd4c65605ed0bab82f289,"06/06/2021 22:45:23","06/06/2021 23:58:08","06/06/2021 23:58:14",CASILLA,MOVIL,"ACTA PREP"
'260024C0100,'260024C01004,26,SONORA,002,"AGUA PRIETA",0024,0001,C,0,1,4,489,281,1,289,-,37,16,2,4,2,6,101,-,76,15,4,11,2,-,-,-,-,-,-,-,-,4,1,"Sin dato","Sin dato",0,8,289,289,730,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,57d439cf2e26b1b83b4b4d946d15a72d083180f7ed629b28228dc74adb25068a,"06/06/2021 22:35:39","06/06/2021 23:27:06","06/06/2021 23:27:26",CASILLA,MOVIL,"ACTA PREP"
'260024C0200,'260024C02004,26,SONORA,002,"AGUA PRIETA",0024,0002,C,0,1,4,512,239,6,261,-,30,8,0,3,4,2,109,-,69,10,3,6,8,-,-,-,-,-,-,-,-,3,1,0,0,0,5,261,261,730,48,,1,D,652af38b4c63b8d38099073059b6a194514775370422d0436fbb7e1af40f67e7,"06/06/2021 22:49:01","07/06/2021 00:21:50","07/06/2021 00:22:14",CASILLA,MOVIL,"ACTA PREP"
'260024C0300,'260024C03004,26,SONORA,002,"AGUA PRIETA",0024,0003,C,0,1,4,528,243,4,247,-,20,9,2,3,1,5,106,-,72,14,2,4,7,-,-,-,-,-,-,-,-,1,0,0,0,0,1,247,247,730,48,,1,D,f69c45a58d701aa0a948b7a78275b5f9d90bd5ac9a9bb6cefcc7eb95257fa196,"07/06/2021 01:28:00","07/06/2021 01:30:44","07/06/2021 01:31:23",CATD,ESCANER,"ACTA PREP"
'260024C0400,'260024C04004,26,SONORA,002,"AGUA PRIETA",0024,0004,C,0,1,4,514,253,5,257,-,36,8,2,0,3,8,94,-,58,10,0,14,8,-,-,-,-,-,-,-,-,4,4,0,0,0,8,257,257,730,48,,1,D,4ef2a99e7e40b75ea13c9da36b68ebdb696f9631fc7df91215f074babea33dc6,"07/06/2021 01:59:00","07/06/2021 02:02:39","07/06/2021 02:02:44",CATD,ESCANER,"ACTA PREP"
'260024C0500,'260024C05004,26,SONORA,002,"AGUA PRIETA",0024,0005,C,0,1,4,501,270,2,274,-,22,17,1,2,2,9,110,-,75,12,1,9,5,-,-,-,-,-,-,-,-,3,0,0,0,0,6,274,274,730,48,,1,D,c311932168ffa2fc9ec3545185cf1c2e2aa5817e14a88f191d2375c44957b0c2,"06/06/2021 23:00:02","07/06/2021 00:43:16","07/06/2021 00:43:21",CASILLA,MOVIL,"ACTA PREP"
'260024C0600,'260024C06004,26,SONORA,002,"AGUA PRIETA",0024,0006,C,0,1,4,493,275,6,0,-,26,10,3,5,4,3,99,-,84,17,4,10,5,-,-,-,-,-,-,-,-,4,"Sin dato","Sin dato","Sin dato",0,6,280,280,730,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,264ee5c240623c672749716860cf9ee4230895edf7ec8c8293fd0c7f11fa9774,"06/06/2021 22:49:08","07/06/2021 02:10:18","07/06/2021 02:10:49",CASILLA,MOVIL,"ACTA PREP"
